note_id,work_order_id,vessel_id,note_ts,author_role,note_text,language,llm_extracted_json,extracted_subsystem,extracted_failure_mode,extracted_parts,uncertainty_score,created_at
note_594a95896c83,wo_615dca5b7a8c,ves_28baf3df18f4,2021-03-16T13:00:00,service_writer,Confirmed hull osmosis blistering. Customer reports through-hull seeping. Tech observed visible stress cracks at tabbing. Recommended repair osmosis.,en,"{""subsystem"": ""HULL"", ""failure_mode"": ""HULL_OSMOSIS_BLISTERING"", ""parts"": [""HULL_GELCOAT_KIT""], ""severity"": 3, ""confidence"": 0.91}",HULL,HULL_OSMOSIS_BLISTERING,"[""HULL_GELCOAT_KIT""]",0.09,2021-03-16T13:00:00
note_f1ad38330471,wo_9ab9a9d92d45,ves_28baf3df18f4,2017-09-16T12:00:00,tech,"Suspect steer hose leak. Customer reports helm feels spongy. Tech observed air present during helm bleed. Recommended replace steering hose, bleed hydraulics. Must repair before operating.",en,"{""subsystem"": ""STEERING"", ""failure_mode"": ""STEER_HOSE_LEAK"", ""parts"": [""HYD_STEERING_HOSE_20FT""], ""severity"": 5, ""confidence"": 0.62}",STEERING,STEER_HOSE_LEAK,"[""HYD_STEERING_HOSE_20FT""]",0.38,2017-09-16T12:00:00
note_a4d104e7a76f,wo_71dff9095a52,ves_28baf3df18f4,2024-04-01T12:00:00,service_writer,Confirmed elec corrosion terminal. Customer reports intermittent helm power. Tech observed shore inlet shows heat damage. Recommended clean reterm connectors.,en,"{""subsystem"": ""ELECTRICAL"", ""failure_mode"": ""ELEC_CORROSION_TERMINAL"", ""parts"": [], ""severity"": 3, ""confidence"": 0.91}",ELECTRICAL,ELEC_CORROSION_TERMINAL,[],0.09,2024-04-01T12:00:00
note_585b942ad9c3,wo_c8a3f9537af6,ves_28baf3df18f4,2018-10-03T09:00:00,surveyor,Confirmed prop bent shaft. Customer reports bellows leak observed. Tech observed bellows split at clamp. Recommended repair shaft align.,en,"{""subsystem"": ""PROPULSION"", ""failure_mode"": ""PROP_BENT_SHAFT"", ""parts"": [""SHAFT_1_25_SS""], ""severity"": 3, ""confidence"": 0.91}",PROPULSION,PROP_BENT_SHAFT,"[""SHAFT_1_25_SS""]",0.09,2018-10-03T09:00:00
note_1a1e96656dc5,wo_e389ae5a4285,ves_28baf3df18f4,2015-12-24T15:00:00,tech,Confirmed steer air in system. Customer reports hydraulic fluid low. Tech observed cable binds at full lock. Recommended bleed hydraulics. Must repair before operating.,en,"{""subsystem"": ""STEERING"", ""failure_mode"": ""STEER_AIR_IN_SYSTEM"", ""parts"": [], ""severity"": 3, ""confidence"": 0.91}",STEERING,STEER_AIR_IN_SYSTEM,[],0.09,2015-12-24T15:00:00
note_e6609753f96b,wo_dee3eed5c7bf,ves_28baf3df18f4,2026-08-25T15:00:00,tech,Confirmed n2k network fault. Customer reports N2K network offline. Tech observed transducer not reading in Airmar diagnostics. Recommended repair n2k backbone.,en,"{""subsystem"": ""NAV"", ""failure_mode"": ""N2K_NETWORK_FAULT"", ""parts"": [""N2K_STARTER_KIT""], ""severity"": 3, ""confidence"": 0.91}",NAV,N2K_NETWORK_FAULT,"[""N2K_STARTER_KIT""]",0.09,2026-08-25T15:00:00
note_d2485d5752e4,wo_d06f4e14a121,ves_28baf3df18f4,2014-12-01T09:00:00,tech,Confirmed elec corrosion terminal. Customer reports bilge alarm false trigger. Tech observed voltage drop across main harness. Recommended clean reterm connectors.,en,"{""subsystem"": ""ELECTRICAL"", ""failure_mode"": ""ELEC_CORROSION_TERMINAL"", ""parts"": [], ""severity"": 3, ""confidence"": 0.91}",ELECTRICAL,ELEC_CORROSION_TERMINAL,[],0.09,2014-12-01T09:00:00
note_d5a61b9c5cf7,wo_ed010ecd3b18,ves_28baf3df18f4,2017-09-03T14:00:00,tech,Suspect hull transom rot. Customer reports water intrusion around transom. Tech observed moisture meter elevated around transom. Recommended repair transom.,en,"{""subsystem"": ""HULL"", ""failure_mode"": ""HULL_TRANSOM_ROT"", ""parts"": [""HULL_GELCOAT_KIT""], ""severity"": 5, ""confidence"": 0.62}",HULL,HULL_TRANSOM_ROT,"[""HULL_GELCOAT_KIT""]",0.38,2017-09-03T14:00:00
note_e11249436fc7,wo_ec8d1011b692,ves_28baf3df18f4,2022-12-22T15:00:00,service_writer,Confirmed elec batt failure. Customer reports bilge alarm false trigger. Tech observed shore inlet shows heat damage. Recommended replace batteries.,en,"{""subsystem"": ""ELECTRICAL"", ""failure_mode"": ""ELEC_BATT_FAILURE"", ""parts"": [""BATTERY_AGM_100AH""], ""severity"": 3, ""confidence"": 0.91}",ELECTRICAL,ELEC_BATT_FAILURE,"[""BATTERY_AGM_100AH""]",0.09,2022-12-22T15:00:00
note_b420e3f211dc,wo_3f8f087e7cfe,ves_b44f3e90a246,2015-08-04T13:00:00,service_writer,Suspect hull osmosis blistering. Customer reports soft deck near helm. Tech observed visible stress cracks at tabbing. Recommended repair osmosis.,en,"{""subsystem"": ""HULL"", ""failure_mode"": ""HULL_OSMOSIS_BLISTERING"", ""parts"": [""HULL_GELCOAT_KIT""], ""severity"": 3, ""confidence"": 0.62}",HULL,HULL_OSMOSIS_BLISTERING,"[""HULL_GELCOAT_KIT""]",0.38,2015-08-04T13:00:00
note_4271138e9c8c,wo_04d9badb12f9,ves_900869a2fd54,2021-11-20T12:00:00,tech,Confirmed eng sensor fail. Customer reports low oil pressure. Tech observed found shredded impeller vanes. Recommended replace sensor.,en,"{""subsystem"": ""ENGINE"", ""failure_mode"": ""ENG_SENSOR_FAIL"", ""parts"": [""CRANK_POS_SENSOR""], ""severity"": 3, ""confidence"": 0.91}",ENGINE,ENG_SENSOR_FAIL,"[""CRANK_POS_SENSOR""]",0.09,2021-11-20T12:00:00
note_ed10145bd0fc,wo_b61327c93ef6,ves_900869a2fd54,2023-12-25T12:00:00,tech,Confirmed jet wear ring clearance. Customer reports vibration underway. Tech observed bellows split at clamp. Recommended replace wear ring.,en,"{""subsystem"": ""PROPULSION"", ""failure_mode"": ""JET_WEAR_RING_CLEARANCE"", ""parts"": [""JET_WEAR_RING""], ""severity"": 3, ""confidence"": 0.91}",PROPULSION,JET_WEAR_RING_CLEARANCE,"[""JET_WEAR_RING""]",0.09,2023-12-25T12:00:00
note_b41098b46dba,wo_a930f55b8c90,ves_900869a2fd54,2019-03-21T10:00:00,tech,"Suspect steer hose leak. Customer reports cylinder seepage. Tech observed air present during helm bleed. Recommended replace steering hose, bleed hydraulics. Must repair before operating.",en,"{""subsystem"": ""STEERING"", ""failure_mode"": ""STEER_HOSE_LEAK"", ""parts"": [""HYD_STEERING_HOSE_20FT""], ""severity"": 5, ""confidence"": 0.62}",STEERING,STEER_HOSE_LEAK,"[""HYD_STEERING_HOSE_20FT""]",0.38,2019-03-21T10:00:00
note_2fe764d68e32,wo_d7d00397dfda,ves_900869a2fd54,2019-01-17T09:00:00,tech,Confirmed fuel injector clog. Customer reports poor idle. Tech observed fuel hose cracked at barb. Recommended clean injectors.,en,"{""subsystem"": ""FUEL"", ""failure_mode"": ""FUEL_INJECTOR_CLOG"", ""parts"": [""INJECTOR_SET_V6""], ""severity"": 3, ""confidence"": 0.91}",FUEL,FUEL_INJECTOR_CLOG,"[""INJECTOR_SET_V6""]",0.09,2019-01-17T09:00:00
note_78ceb2990a23,wo_7401622436b6,ves_900869a2fd54,2021-12-12T11:00:00,service_writer,Suspect hull deck core rot. Customer reports through-hull seeping. Tech observed percussion sounding dull on deck panel. Recommended repair deck core.,en,"{""subsystem"": ""HULL"", ""failure_mode"": ""HULL_DECK_CORE_ROT"", ""parts"": [""HULL_GELCOAT_KIT""], ""severity"": 3, ""confidence"": 0.62}",HULL,HULL_DECK_CORE_ROT,"[""HULL_GELCOAT_KIT""]",0.38,2021-12-12T11:00:00
note_07217f88a114,wo_ddf0b722a1dd,ves_900869a2fd54,2019-10-02T08:00:00,surveyor,Suspect steer air in system. Customer reports hydraulic fluid low. Tech observed air present during helm bleed. Recommended bleed hydraulics. Must repair before operating.,en,"{""subsystem"": ""STEERING"", ""failure_mode"": ""STEER_AIR_IN_SYSTEM"", ""parts"": [], ""severity"": 3, ""confidence"": 0.62}",STEERING,STEER_AIR_IN_SYSTEM,[],0.38,2019-10-02T08:00:00
note_8308b1e02e94,wo_0560ae5a9695,ves_900869a2fd54,2022-02-14T11:00:00,service_writer,Confirmed elec batt failure. Customer reports intermittent helm power. Tech observed shore inlet shows heat damage. Recommended replace batteries.,en,"{""subsystem"": ""ELECTRICAL"", ""failure_mode"": ""ELEC_BATT_FAILURE"", ""parts"": [""BATTERY_LITHIUM_100AH""], ""severity"": 3, ""confidence"": 0.91}",ELECTRICAL,ELEC_BATT_FAILURE,"[""BATTERY_LITHIUM_100AH""]",0.09,2022-02-14T11:00:00
note_e81db50bd3db,wo_8295ee6fffef,ves_ada9d862f2c0,2025-02-22T16:00:00,tech,Confirmed elec corrosion terminal. Customer reports house bank not charging. Tech observed continuity good but intermittent under load. Recommended clean reterm connectors.,en,"{""subsystem"": ""ELECTRICAL"", ""failure_mode"": ""ELEC_CORROSION_TERMINAL"", ""parts"": [], ""severity"": 3, ""confidence"": 0.91}",ELECTRICAL,ELEC_CORROSION_TERMINAL,[],0.09,2025-02-22T16:00:00
note_d8f3663bdc5a,wo_170148a629dc,ves_80e7473044a7,2024-11-12T09:00:00,tech,Confirmed jet wear ring clearance. Customer reports prop slip/cavitation. Tech observed bellows split at clamp. Recommended replace wear ring.,en,"{""subsystem"": ""PROPULSION"", ""failure_mode"": ""JET_WEAR_RING_CLEARANCE"", ""parts"": [""JET_WEAR_RING""], ""severity"": 3, ""confidence"": 0.91}",PROPULSION,JET_WEAR_RING_CLEARANCE,"[""JET_WEAR_RING""]",0.09,2024-11-12T09:00:00
note_a6b75e1eb2fb,wo_f35baf44112a,ves_80e7473044a7,2020-03-19T15:00:00,service_writer,Confirmed elec chafe short. Customer reports corroded battery terminal. Tech observed continuity good but intermittent under load. Recommended rewire section.,en,"{""subsystem"": ""ELECTRICAL"", ""failure_mode"": ""ELEC_CHAFE_SHORT"", ""parts"": [""BUS_BAR_12V""], ""severity"": 5, ""confidence"": 0.91}",ELECTRICAL,ELEC_CHAFE_SHORT,"[""BUS_BAR_12V""]",0.09,2020-03-19T15:00:00
note_6cf9752ecf4e,wo_7f9be46d2b1c,ves_80e7473044a7,2016-06-15T15:00:00,tech,Suspect exh riser leak backflow. Customer reports coolant temp high. Tech observed verified low raw-water flow at strainer. Recommended replace exhaust risers.,en,"{""subsystem"": ""ENGINE"", ""failure_mode"": ""EXH_RISER_LEAK_BACKFLOW"", ""parts"": [""EXHAUST_RISER_V8""], ""severity"": 3, ""confidence"": 0.62}",ENGINE,EXH_RISER_LEAK_BACKFLOW,"[""EXHAUST_RISER_V8""]",0.38,2016-06-15T15:00:00
note_eed8a0df4f21,wo_49ac22507c20,ves_80e7473044a7,2017-11-17T13:00:00,tech,"Confirmed ob lower unit water intrusion. Customer reports prop slip/cavitation. Tech observed wear ring clearance excessive. Recommended reseal lower unit, replace gear oil.",en,"{""subsystem"": ""PROPULSION"", ""failure_mode"": ""OB_LOWER_UNIT_WATER_INTRUSION"", ""parts"": [""OB_GEARCASE_SEAL_KIT""], ""severity"": 3, ""confidence"": 0.91}",PROPULSION,OB_LOWER_UNIT_WATER_INTRUSION,"[""OB_GEARCASE_SEAL_KIT""]",0.09,2017-11-17T13:00:00
note_75203aec2633,wo_7534d5c68af8,ves_80e7473044a7,2017-07-14T09:00:00,tech,Suspect jet wear ring clearance. Customer reports vibration underway. Tech observed bellows split at clamp. Recommended replace wear ring.,en,"{""subsystem"": ""PROPULSION"", ""failure_mode"": ""JET_WEAR_RING_CLEARANCE"", ""parts"": [""JET_WEAR_RING""], ""severity"": 3, ""confidence"": 0.62}",PROPULSION,JET_WEAR_RING_CLEARANCE,"[""JET_WEAR_RING""]",0.38,2017-07-14T09:00:00
note_14bd10e163af,wo_914b43cdbfb3,ves_80e7473044a7,2018-05-07T13:00:00,surveyor,Suspect san hose permeation. Customer reports head odor persistent. Tech observed pump cycles with no faucet demand. Recommended replace san hose.,en,"{""subsystem"": ""AUX"", ""failure_mode"": ""SAN_HOSE_PERMEATION"", ""parts"": [""SANITATION_HOSE_10FT""], ""severity"": 3, ""confidence"": 0.62}",AUX,SAN_HOSE_PERMEATION,"[""SANITATION_HOSE_10FT""]",0.38,2018-05-07T13:00:00
note_186779085c08,wo_d30260ef8edd,ves_80e7473044a7,2025-05-24T14:00:00,tech,"Suspect eng overheat impeller. Customer reports overheat alarm. Tech observed compression down on cyl 3. Recommended replace impeller, replace thermostat.",en,"{""subsystem"": ""ENGINE"", ""failure_mode"": ""ENG_OVERHEAT_IMPELLER"", ""parts"": [""OB_WATER_PUMP_KIT"", ""THERMOSTAT_MARINE""], ""severity"": 4, ""confidence"": 0.62}",ENGINE,ENG_OVERHEAT_IMPELLER,"[""OB_WATER_PUMP_KIT"", ""THERMOSTAT_MARINE""]",0.38,2025-05-24T14:00:00
note_69c89f1cba90,wo_5052e46707f2,ves_80e7473044a7,2017-05-17T08:00:00,tech,Suspect exh riser leak backflow. Customer reports low oil pressure. Tech observed compression down on cyl 3. Recommended replace exhaust risers.,en,"{""subsystem"": ""ENGINE"", ""failure_mode"": ""EXH_RISER_LEAK_BACKFLOW"", ""parts"": [""EXHAUST_RISER_V8""], ""severity"": 3, ""confidence"": 0.62}",ENGINE,EXH_RISER_LEAK_BACKFLOW,"[""EXHAUST_RISER_V8""]",0.38,2017-05-17T08:00:00
note_df3718599b85,wo_f7653af4f532,ves_f58f932e9044,2026-08-14T09:00:00,tech,Confirmed fuel filter clog. Customer reports poor idle. Tech observed fuel hose cracked at barb. Recommended replace filter separator.,en,"{""subsystem"": ""FUEL"", ""failure_mode"": ""FUEL_FILTER_CLOG"", ""parts"": [""FUEL_FILTER_SEPARATOR""], ""severity"": 3, ""confidence"": 0.91}",FUEL,FUEL_FILTER_CLOG,"[""FUEL_FILTER_SEPARATOR""]",0.09,2026-08-14T09:00:00
note_baa8c2f25c32,wo_2861194309c8,ves_f58f932e9044,2017-03-02T15:00:00,owner,Confirmed n2k network fault. Customer reports MFD reboots randomly. Tech observed MFD voltage drops during start. Recommended repair n2k backbone.,en,"{""subsystem"": ""NAV"", ""failure_mode"": ""N2K_NETWORK_FAULT"", ""parts"": [""N2K_STARTER_KIT""], ""severity"": 3, ""confidence"": 0.91}",NAV,N2K_NETWORK_FAULT,"[""N2K_STARTER_KIT""]",0.09,2017-03-02T15:00:00
note_5859d96ef1c3,wo_08dbdbf9eee1,ves_f58f932e9044,2026-03-14T11:00:00,tech,Confirmed hull stringer delam. Customer reports soft deck near helm. Tech observed percussion sounding dull on deck panel. Recommended repair stringers.,en,"{""subsystem"": ""HULL"", ""failure_mode"": ""HULL_STRINGER_DELAM"", ""parts"": [""HULL_STRINGER_SET""], ""severity"": 5, ""confidence"": 0.91}",HULL,HULL_STRINGER_DELAM,"[""HULL_STRINGER_SET""]",0.09,2026-03-14T11:00:00
note_84239e6fee2b,wo_61e52a03d968,ves_f58f932e9044,2023-10-06T12:00:00,tech,Suspect hull through hull leak. Customer reports water intrusion around transom. Tech observed percussion sounding dull on deck panel. Recommended repair through hull.,en,"{""subsystem"": ""HULL"", ""failure_mode"": ""HULL_THROUGH_HULL_LEAK"", ""parts"": [""THRUHULL_1IN_BRONZE""], ""severity"": 3, ""confidence"": 0.62}",HULL,HULL_THROUGH_HULL_LEAK,"[""THRUHULL_1IN_BRONZE""]",0.38,2023-10-06T12:00:00
note_740e7ea56a79,wo_e54e3cdef669,ves_5b65fa50957f,2017-06-19T13:00:00,service_writer,Suspect elec batt failure. Customer reports shore power breaker trips. Tech observed continuity good but intermittent under load. Recommended replace batteries.,en,"{""subsystem"": ""ELECTRICAL"", ""failure_mode"": ""ELEC_BATT_FAILURE"", ""parts"": [""BATTERY_AGM_100AH""], ""severity"": 3, ""confidence"": 0.62}",ELECTRICAL,ELEC_BATT_FAILURE,"[""BATTERY_AGM_100AH""]",0.38,2017-06-19T13:00:00
note_53ce9ab18a19,wo_1a11b7f9fdde,ves_5b65fa50957f,2021-01-23T08:00:00,surveyor,Suspect bilge pump fail. Customer reports head odor persistent. Tech observed pump cycles with no faucet demand. Recommended replace bilge pump.,en,"{""subsystem"": ""AUX"", ""failure_mode"": ""BILGE_PUMP_FAIL"", ""parts"": [""BILGE_FLOAT_SWITCH""], ""severity"": 3, ""confidence"": 0.62}",AUX,BILGE_PUMP_FAIL,"[""BILGE_FLOAT_SWITCH""]",0.38,2021-01-23T08:00:00
note_2077923e8664,wo_63e26002a396,ves_5b65fa50957f,2022-08-01T11:00:00,tech,Suspect fuel pump fail. Customer reports won’t stay primed. Tech observed fuel hose cracked at barb. Recommended replace fuel pump.,en,"{""subsystem"": ""FUEL"", ""failure_mode"": ""FUEL_PUMP_FAIL"", ""parts"": [""FUEL_PUMP_LP""], ""severity"": 3, ""confidence"": 0.62}",FUEL,FUEL_PUMP_FAIL,"[""FUEL_PUMP_LP""]",0.38,2022-08-01T11:00:00
note_b81cc400afa5,wo_fc9af3bcdc1f,ves_5b65fa50957f,2023-10-25T08:00:00,tech,Confirmed plumb pump fail. Customer reports freshwater pump cycles. Tech observed raw-water strainer fouled. Recommended replace water pump.,en,"{""subsystem"": ""AUX"", ""failure_mode"": ""PLUMB_PUMP_FAIL"", ""parts"": [""WATER_PUMP_5GPM""], ""severity"": 3, ""confidence"": 0.91}",AUX,PLUMB_PUMP_FAIL,"[""WATER_PUMP_5GPM""]",0.09,2023-10-25T08:00:00
note_9b8333a5882e,wo_7cab680c54ae,ves_5b65fa50957f,2023-03-05T14:00:00,tech,Suspect fuel filter clog. Customer reports fuel smell in bilge. Tech observed pickup screen restricted. Recommended replace filter separator.,en,"{""subsystem"": ""FUEL"", ""failure_mode"": ""FUEL_FILTER_CLOG"", ""parts"": [""FUEL_FILTER_SEPARATOR""], ""severity"": 3, ""confidence"": 0.62}",FUEL,FUEL_FILTER_CLOG,"[""FUEL_FILTER_SEPARATOR""]",0.38,2023-03-05T14:00:00
note_e23ca4da0e79,wo_ab3e3e24ddf0,ves_5b65fa50957f,2022-04-11T12:00:00,tech,Suspect bilge pump fail. Customer reports freshwater pump cycles. Tech observed float switch stuck closed. Recommended replace bilge pump.,en,"{""subsystem"": ""AUX"", ""failure_mode"": ""BILGE_PUMP_FAIL"", ""parts"": [""BILGE_FLOAT_SWITCH""], ""severity"": 3, ""confidence"": 0.62}",AUX,BILGE_PUMP_FAIL,"[""BILGE_FLOAT_SWITCH""]",0.38,2022-04-11T12:00:00
note_b40d40966bad,wo_e461be4e9740,ves_5b65fa50957f,2018-09-20T15:00:00,tech,"Suspect ob lower unit water intrusion. Customer reports bellows leak observed. Tech observed wear ring clearance excessive. Recommended reseal lower unit, replace gear oil.",en,"{""subsystem"": ""PROPULSION"", ""failure_mode"": ""OB_LOWER_UNIT_WATER_INTRUSION"", ""parts"": [""OB_GEARCASE_SEAL_KIT""], ""severity"": 3, ""confidence"": 0.62}",PROPULSION,OB_LOWER_UNIT_WATER_INTRUSION,"[""OB_GEARCASE_SEAL_KIT""]",0.38,2018-09-20T15:00:00
note_e23abb734d11,wo_134fd9167516,ves_5b65fa50957f,2017-09-13T12:00:00,tech,Suspect prop bent shaft. Customer reports lower unit noisy. Tech observed drive oil milky after drain. Recommended repair shaft align.,en,"{""subsystem"": ""PROPULSION"", ""failure_mode"": ""PROP_BENT_SHAFT"", ""parts"": [""SHAFT_1_25_SS""], ""severity"": 3, ""confidence"": 0.62}",PROPULSION,PROP_BENT_SHAFT,"[""SHAFT_1_25_SS""]",0.38,2017-09-13T12:00:00
note_eabbc67fa900,wo_3ab86c627b5f,ves_5b65fa50957f,2026-04-11T14:00:00,tech,Suspect nav display fail. Customer reports VHF transmit weak. Tech observed transducer not reading in Airmar diagnostics. Recommended replace mfd.,en,"{""subsystem"": ""NAV"", ""failure_mode"": ""NAV_DISPLAY_FAIL"", ""parts"": [""MFD_9IN""], ""severity"": 3, ""confidence"": 0.62}",NAV,NAV_DISPLAY_FAIL,"[""MFD_9IN""]",0.38,2026-04-11T14:00:00
note_bee61866a3d4,wo_d1cf0e172a47,ves_f453bbe5a216,2025-11-17T16:00:00,tech,Confirmed fuel injector clog. Customer reports engine surges under load. Tech observed pickup screen restricted. Recommended clean injectors.,en,"{""subsystem"": ""FUEL"", ""failure_mode"": ""FUEL_INJECTOR_CLOG"", ""parts"": [""INJECTOR_SET_V6""], ""severity"": 3, ""confidence"": 0.91}",FUEL,FUEL_INJECTOR_CLOG,"[""INJECTOR_SET_V6""]",0.09,2025-11-17T16:00:00
note_ab3957b74380,wo_021f9c300b82,ves_9f8f7eca22e5,2026-08-19T15:00:00,surveyor,Confirmed eng low compression. Customer reports low oil pressure. Tech observed compression down on cyl 3. Recommended repower engine.,en,"{""subsystem"": ""ENGINE"", ""failure_mode"": ""ENG_LOW_COMPRESSION"", ""parts"": [""ENG_LONG_BLOCK_4CYL""], ""severity"": 5, ""confidence"": 0.91}",ENGINE,ENG_LOW_COMPRESSION,"[""ENG_LONG_BLOCK_4CYL""]",0.09,2026-08-19T15:00:00
note_7b960042eb62,wo_ac702e5de538,ves_9f8f7eca22e5,2024-07-03T16:00:00,tech,Confirmed exh riser leak backflow. Customer reports overheat alarm. Tech observed verified low raw-water flow at strainer. Recommended replace exhaust risers.,en,"{""subsystem"": ""ENGINE"", ""failure_mode"": ""EXH_RISER_LEAK_BACKFLOW"", ""parts"": [""EXHAUST_RISER_V8""], ""severity"": 3, ""confidence"": 0.91}",ENGINE,EXH_RISER_LEAK_BACKFLOW,"[""EXHAUST_RISER_V8""]",0.09,2024-07-03T16:00:00
note_bc3a3ee28e4d,wo_9b8e68245117,ves_9f8f7eca22e5,2016-06-04T12:00:00,tech,Confirmed steer cable bind. Customer reports cable binds at lock. Tech observed air present during helm bleed. Recommended replace steering cable. Must repair before operating.,en,"{""subsystem"": ""STEERING"", ""failure_mode"": ""STEER_CABLE_BIND"", ""parts"": [""STEERING_CABLE_16FT""], ""severity"": 3, ""confidence"": 0.91}",STEERING,STEER_CABLE_BIND,"[""STEERING_CABLE_16FT""]",0.09,2016-06-04T12:00:00
note_c0ea8eb26a83,wo_6ccb21eb8be3,ves_9f8f7eca22e5,2026-10-18T13:00:00,tech,Confirmed hull through hull leak. Customer reports soft deck near helm. Tech observed percussion sounding dull on deck panel. Recommended repair through hull.,en,"{""subsystem"": ""HULL"", ""failure_mode"": ""HULL_THROUGH_HULL_LEAK"", ""parts"": [""THRUHULL_1IN_BRONZE""], ""severity"": 3, ""confidence"": 0.91}",HULL,HULL_THROUGH_HULL_LEAK,"[""THRUHULL_1IN_BRONZE""]",0.09,2026-10-18T13:00:00
note_e041a9b19b02,wo_4975fb49e2ec,ves_9f8f7eca22e5,2015-02-08T08:00:00,tech,Confirmed elec corrosion terminal. Customer reports intermittent helm power. Tech observed shore inlet shows heat damage. Recommended clean reterm connectors.,en,"{""subsystem"": ""ELECTRICAL"", ""failure_mode"": ""ELEC_CORROSION_TERMINAL"", ""parts"": [], ""severity"": 3, ""confidence"": 0.91}",ELECTRICAL,ELEC_CORROSION_TERMINAL,[],0.09,2015-02-08T08:00:00
note_37af0e5d2816,wo_c53f33d2d5cc,ves_9f8f7eca22e5,2020-12-23T12:00:00,tech,Confirmed elec batt failure. Customer reports intermittent helm power. Tech observed continuity good but intermittent under load. Recommended replace batteries.,en,"{""subsystem"": ""ELECTRICAL"", ""failure_mode"": ""ELEC_BATT_FAILURE"", ""parts"": [""BATTERY_LITHIUM_100AH""], ""severity"": 3, ""confidence"": 0.91}",ELECTRICAL,ELEC_BATT_FAILURE,"[""BATTERY_LITHIUM_100AH""]",0.09,2020-12-23T12:00:00
note_d47810c0753a,wo_65c5fa292c94,ves_9f8f7eca22e5,2024-07-10T16:00:00,tech,Suspect hull stringer delam. Customer reports water intrusion around transom. Tech observed seacock backing plate wet. Recommended repair stringers.,en,"{""subsystem"": ""HULL"", ""failure_mode"": ""HULL_STRINGER_DELAM"", ""parts"": [""HULL_STRINGER_SET""], ""severity"": 5, ""confidence"": 0.62}",HULL,HULL_STRINGER_DELAM,"[""HULL_STRINGER_SET""]",0.38,2024-07-10T16:00:00
note_bf9aa07477cc,wo_31a167aa4afd,ves_9f8f7eca22e5,2022-03-12T15:00:00,tech,Confirmed eng sensor fail. Customer reports loss of power at WOT. Tech observed riser temps elevated starboard bank. Recommended replace sensor.,en,"{""subsystem"": ""ENGINE"", ""failure_mode"": ""ENG_SENSOR_FAIL"", ""parts"": [""CRANK_POS_SENSOR""], ""severity"": 3, ""confidence"": 0.91}",ENGINE,ENG_SENSOR_FAIL,"[""CRANK_POS_SENSOR""]",0.09,2022-03-12T15:00:00
note_50a24f45dcb6,wo_0d7a856db9fc,ves_9f8f7eca22e5,2026-03-14T10:00:00,service_writer,Confirmed bilge pump fail. Customer reports freshwater pump cycles. Tech observed raw-water strainer fouled. Recommended replace bilge pump.,en,"{""subsystem"": ""AUX"", ""failure_mode"": ""BILGE_PUMP_FAIL"", ""parts"": [""BILGE_PUMP_2000""], ""severity"": 3, ""confidence"": 0.91}",AUX,BILGE_PUMP_FAIL,"[""BILGE_PUMP_2000""]",0.09,2026-03-14T10:00:00
note_195c652411b4,wo_f3d21e5ff321,ves_9f8f7eca22e5,2015-05-20T13:00:00,tech,Confirmed elec chafe short. Customer reports intermittent helm power. Tech observed continuity good but intermittent under load. Recommended rewire section.,en,"{""subsystem"": ""ELECTRICAL"", ""failure_mode"": ""ELEC_CHAFE_SHORT"", ""parts"": [""BUS_BAR_12V""], ""severity"": 5, ""confidence"": 0.91}",ELECTRICAL,ELEC_CHAFE_SHORT,"[""BUS_BAR_12V""]",0.09,2015-05-20T13:00:00
note_befe7a89cd03,wo_bf4cd34e1026,ves_de702e8294cd,2014-01-10T16:00:00,service_writer,"Confirmed ob lower unit water intrusion. Customer reports drive oil milky. Tech observed drive oil milky after drain. Recommended reseal lower unit, replace gear oil.",en,"{""subsystem"": ""PROPULSION"", ""failure_mode"": ""OB_LOWER_UNIT_WATER_INTRUSION"", ""parts"": [""OB_GEARCASE_SEAL_KIT""], ""severity"": 3, ""confidence"": 0.91}",PROPULSION,OB_LOWER_UNIT_WATER_INTRUSION,"[""OB_GEARCASE_SEAL_KIT""]",0.09,2014-01-10T16:00:00
note_89cbe1e05ee7,wo_e6c4feb865c7,ves_de702e8294cd,2021-12-14T13:00:00,tech,Suspect san hose permeation. Customer reports head odor persistent. Tech observed pump cycles with no faucet demand. Recommended replace san hose.,en,"{""subsystem"": ""AUX"", ""failure_mode"": ""SAN_HOSE_PERMEATION"", ""parts"": [""SANITATION_HOSE_10FT""], ""severity"": 3, ""confidence"": 0.62}",AUX,SAN_HOSE_PERMEATION,"[""SANITATION_HOSE_10FT""]",0.38,2021-12-14T13:00:00
note_ae271848ffbe,wo_f4abfff67e8a,ves_f918ce2ef63c,2019-12-15T14:00:00,surveyor,Confirmed exh riser leak backflow. Customer reports loss of power at WOT. Tech observed compression down on cyl 3. Recommended replace exhaust risers.,en,"{""subsystem"": ""ENGINE"", ""failure_mode"": ""EXH_RISER_LEAK_BACKFLOW"", ""parts"": [""EXHAUST_RISER_V8""], ""severity"": 3, ""confidence"": 0.91}",ENGINE,EXH_RISER_LEAK_BACKFLOW,"[""EXHAUST_RISER_V8""]",0.09,2019-12-15T14:00:00
